INDEX,PM2.5-1,PM2.5-2,PM2.5-3,PM2.5-4,PM2.5-5,PM2.5-6,PM2.5-7,PM2.5-8
36,25.57494354248047,25.576168060302734,25.576297760009766,25.57642364501953,25.5765438079834,25.576662063598633,25.576778411865234,25.576889038085938
37,25.574951171875,25.5761775970459,25.576305389404297,25.57642936706543,25.576549530029297,25.576669692993164,25.576786041259766,25.57689666748047
38,25.574934005737305,25.576152801513672,25.57628059387207,25.576404571533203,25.57652473449707,25.576644897460938,25.576759338378906,25.576871871948242
39,25.574909210205078,25.576122283935547,25.576248168945312,25.576374053955078,25.576492309570312,25.576610565185547,25.576725006103516,25.57683563232422
40,25.57488441467285,25.576087951660156,25.576215744018555,25.576339721679688,25.576461791992188,25.576580047607422,25.57669448852539,25.576807022094727
41,25.574851989746094,25.5760498046875,25.57617950439453,25.576303482055664,25.57642364501953,25.57654571533203,25.57666015625,25.57677459716797
42,25.574878692626953,25.576072692871094,25.576202392578125,25.576326370239258,25.576446533203125,25.57656478881836,25.576683044433594,25.57679557800293
43,25.57488441467285,25.576080322265625,25.57620620727539,25.57632827758789,25.57645034790039,25.576568603515625,25.576683044433594,25.576797485351562
44,25.574913024902344,25.576107025146484,25.576234817504883,25.576358795166016,25.576480865478516,25.57659912109375,25.57671356201172,25.576828002929688
45,25.57497787475586,25.576173782348633,25.57630157470703,25.57642364501953,25.57654571533203,25.576663970947266,25.576778411865234,25.576892852783203
46,25.574989318847656,25.576189041137695,25.576316833496094,25.57644271850586,25.57656478881836,25.576683044433594,25.576801300048828,25.576915740966797
47,25.574962615966797,25.5761661529541,25.576295852661133,25.57642364501953,25.57654571533203,25.57666778564453,25.576786041259766,25.576900482177734
48,25.574909210205078,25.576108932495117,25.57624053955078,25.576366424560547,25.576492309570312,25.57661247253418,25.576732635498047,25.57684898376465
49,25.574888229370117,25.576087951660156,25.576217651367188,25.57634735107422,25.576473236083984,25.576595306396484,25.576717376708984,25.576831817626953
50,25.574810028076172,25.576007843017578,25.576141357421875,25.576269149780273,25.576396942138672,25.576519012451172,25.576637268066406,25.57675552368164
51,25.57474136352539,25.575939178466797,25.576072692871094,25.576202392578125,25.57632827758789,25.576454162597656,25.576574325561523,25.576692581176758
52,25.574697494506836,25.57589340209961,25.576025009155273,25.576154708862305,25.576282501220703,25.576406478881836,25.576526641845703,25.576642990112305
53,25.574748992919922,25.575937271118164,25.576068878173828,25.576194763183594,25.57632064819336,25.57644271850586,25.576560974121094,25.576679229736328
54,25.574874877929688,25.5760555267334,25.576183319091797,25.576309204101562,25.576431274414062,25.576549530029297,25.57666778564453,25.5767822265625
55,25.57499885559082,25.576175689697266,25.57630157470703,25.57642364501953,25.5765438079834,25.57666015625,25.57677459716797,25.576885223388672
56,25.575057983398438,25.576236724853516,25.57636260986328,25.57648468017578,25.576602935791016,25.576717376708984,25.576833724975586,25.57694435119629
57,25.575122833251953,25.576305389404297,25.576431274414062,25.576553344726562,25.576671600341797,25.5767879486084,25.576902389526367,25.57701301574707
58,25.57513427734375,25.576330184936523,25.576457977294922,25.576580047607422,25.576702117919922,25.576818466186523,25.576934814453125,25.57704734802246
59,25.575084686279297,25.57628059387207,25.5764102935791,25.576534271240234,25.576658248901367,25.576778411865234,25.57689666748047,25.577011108398438
60,25.574993133544922,25.576194763183594,25.576324462890625,25.576454162597656,25.576576232910156,25.57670021057129,25.576818466186523,25.576934814453125
61,25.57485580444336,25.5760498046875,25.576183319091797,25.57631492614746,25.57644271850586,25.57656478881836,25.57668685913086,25.576805114746094
62,25.57472038269043,25.575899124145508,25.576032638549805,25.57616424560547,25.576290130615234,25.576416015625,25.5765380859375,25.576656341552734
63,25.574512481689453,25.57567596435547,25.5758113861084,25.57594108581543,25.576068878173828,25.576190948486328,25.576313018798828,25.576431274414062
64,25.574190139770508,25.57535171508789,25.575485229492188,25.57561492919922,25.57574462890625,25.57586669921875,25.575986862182617,25.57610321044922
65,25.573955535888672,25.575115203857422,25.57524871826172,25.575380325317383,25.57550621032715,25.57563018798828,25.575748443603516,25.57586669921875
66,25.57370376586914,25.57486343383789,25.574996948242188,25.57512664794922,25.575252532958984,25.57537841796875,25.575496673583984,25.57561492919922
67,25.573698043823242,25.574851989746094,25.574983596801758,25.575111389160156,25.575237274169922,25.575359344482422,25.575477600097656,25.575593948364258
68,25.573673248291016,25.57482147216797,25.574951171875,25.57508087158203,25.575206756591797,25.575326919555664,25.5754451751709,25.5755615234375
69,25.57361602783203,25.57476806640625,25.574901580810547,25.575031280517578,25.575157165527344,25.57528305053711,25.575401306152344,25.575519561767578
70,25.573692321777344,25.57485580444336,25.574993133544922,25.575122833251953,25.57524871826172,25.575374603271484,25.575496673583984,25.575613021850586
71,25.573638916015625,25.574800491333008,25.574935913085938,25.575069427490234,25.575199127197266,25.57532501220703,25.57544708251953,25.57556915283203
72,25.5736141204834,25.57477569580078,25.57491683959961,25.57505226135254,25.575183868408203,25.575313568115234,25.575439453125,25.5755615234375
73,25.573524475097656,25.57468032836914,25.5748233795166,25.574962615966797,25.575096130371094,25.57522964477539,25.575355529785156,25.57547950744629
74,25.573577880859375,25.574731826782227,25.574872970581055,25.57501220703125,25.57514762878418,25.575279235839844,25.57540512084961,25.575529098510742
75,25.573673248291016,25.574817657470703,25.5749568939209,25.575092315673828,25.575225830078125,25.575355529785156,25.575481414794922,25.575603485107422
76,25.573564529418945,25.574708938598633,25.574848175048828,25.57498550415039,25.575117111206055,25.575244903564453,25.57537078857422,25.57549285888672
77,25.57330322265625,25.57445526123047,25.574596405029297,25.57473373413086,25.57486915588379,25.57499885559082,25.57512664794922,25.575252532958984
78,25.573116302490234,25.574251174926758,25.574390411376953,25.574527740478516,25.574661254882812,25.574790954589844,25.57491683959961,25.575040817260742
79,25.573219299316406,25.574352264404297,25.574491500854492,25.574626922607422,25.57476043701172,25.57489013671875,25.575016021728516,25.575138092041016
80,25.573623657226562,25.574745178222656,25.574878692626953,25.57501220703125,25.575138092041016,25.57526397705078,25.57538604736328,25.575504302978516
81,25.574138641357422,25.575244903564453,25.575374603271484,25.57550048828125,25.575624465942383,25.575742721557617,25.57585906982422,25.575973510742188
82,25.574522018432617,25.575626373291016,25.57575225830078,25.575878143310547,25.57599639892578,25.576114654541016,25.576229095458984,25.576339721679688
83,25.57487678527832,25.575969696044922,25.576093673706055,25.576217651367188,25.57633399963379,25.57645034790039,25.57656478881836,25.576675415039062
84,25.57508659362793,25.57616424560547,25.576290130615234,25.576412200927734,25.576534271240234,25.576648712158203,25.576763153076172,25.576873779296875
85,25.575172424316406,25.576244354248047,25.576374053955078,25.576496124267578,25.576618194580078,25.576732635498047,25.576847076416016,25.57695770263672
86,25.575103759765625,25.576190948486328,25.57632064819336,25.576446533203125,25.576568603515625,25.57668685913086,25.576801300048828,25.576915740966797
87,25.574689865112305,25.57577896118164,25.575910568237305,25.576038360595703,25.57616424560547,25.57628631591797,25.576404571533203,25.576520919799805
88,25.57413101196289,25.57523536682129,25.575374603271484,25.57550811767578,25.575641632080078,25.575767517089844,25.575889587402344,25.576011657714844
89,25.573686599731445,25.574790954589844,25.574932098388672,25.575069427490234,25.5752010345459,25.57533073425293,25.575454711914062,25.575576782226562
90,25.5736026763916,25.57470703125,25.574848175048828,25.574981689453125,25.57511329650879,25.575241088867188,25.575363159179688,25.575485229492188
91,25.57338523864746,25.574493408203125,25.574634552001953,25.57476806640625,25.57489776611328,25.575023651123047,25.57514762878418,25.575267791748047
92,25.57308578491211,25.574209213256836,25.574352264404297,25.574487686157227,25.57461929321289,25.574748992919922,25.574872970581055,25.574995040893555
93,25.57324981689453,25.574386596679688,25.57452392578125,25.574657440185547,25.574785232543945,25.574913024902344,25.575031280517578,25.575153350830078
94,25.57339096069336,25.57451057434082,25.57464599609375,25.57477569580078,25.574901580810547,25.575023651123047,25.57514190673828,25.575258255004883
95,25.573680877685547,25.574810028076172,25.57494354248047,25.575071334838867,25.575197219848633,25.575319290161133,25.575439453125,25.57555389404297
96,25.573701858520508,25.5748291015625,25.574962615966797,25.57509422302246,25.57522201538086,25.575345993041992,25.57546615600586,25.575584411621094
97,25.57341194152832,25.574554443359375,25.574697494506836,25.5748348236084,25.574968338012695,25.575096130371094,25.57522201538086,25.57534408569336
98,25.573261260986328,25.574386596679688,25.574527740478516,25.57466697692871,25.574798583984375,25.574928283691406,25.575056076049805,25.575178146362305
99,25.57320785522461,25.574329376220703,25.574474334716797,25.57461166381836,25.574745178222656,25.57487678527832,25.57500457763672,25.57512664794922
100,25.573108673095703,25.574241638183594,25.574386596679688,25.574527740478516,25.574663162231445,25.57479476928711,25.57492446899414,25.57505226135254
101,25.572925567626953,25.574058532714844,25.574203491210938,25.574344635009766,25.574478149414062,25.574613571166992,25.574743270874023,25.57486915588379
102,25.572555541992188,25.573699951171875,25.573848724365234,25.573991775512695,25.57413101196289,25.574268341064453,25.57440185546875,25.57453155517578
103,25.572628021240234,25.57376480102539,25.573909759521484,25.574050903320312,25.574188232421875,25.574321746826172,25.574453353881836,25.574581146240234
104,25.572940826416016,25.574071884155273,25.574214935302734,25.574350357055664,25.574485778808594,25.574615478515625,25.57474136352539,25.574867248535156
105,25.573387145996094,25.574499130249023,25.574636459350586,25.574769973754883,25.574899673461914,25.575023651123047,25.575145721435547,25.575265884399414
106,25.573719024658203,25.574817657470703,25.574949264526367,25.5750789642334,25.57520294189453,25.57532501220703,25.575443267822266,25.575557708740234
107,25.573654174804688,25.574737548828125,25.57486915588379,25.574995040893555,25.575119018554688,25.575237274169922,25.575353622436523,25.57546615600586
108,25.573339462280273,25.574440002441406,25.574575424194336,25.57470703125,25.57483673095703,25.574960708618164,25.57508087158203,25.575197219848633
109,25.572731018066406,25.573871612548828,25.574020385742188,25.57416343688965,25.574302673339844,25.574438095092773,25.574569702148438,25.574695587158203
110,25.571823120117188,25.573049545288086,25.573213577270508,25.57337188720703,25.57352638244629,25.57367515563965,25.573820114135742,25.573959350585938
111,25.57045555114746,25.571775436401367,25.571956634521484,25.572128295898438,25.572296142578125,25.572458267211914,25.572616577148438,25.57276725769043
112,25.56914710998535,25.570552825927734,25.570743560791016,25.5709285736084,25.571109771728516,25.57128143310547,25.571449279785156,25.571613311767578
113,25.568805694580078,25.570222854614258,25.570419311523438,25.570606231689453,25.570789337158203,25.570964813232422,25.57113265991211,25.57129669189453
114,25.569189071655273,25.570556640625,25.570749282836914,25.570934295654297,25.57111358642578,25.571287155151367,25.571453094482422,25.57161521911621
115,25.5698299407959,25.571151733398438,25.571338653564453,25.57151985168457,25.571693420410156,25.57186508178711,25.57202911376953,25.572187423706055
116,25.570209503173828,25.571475982666016,25.571659088134766,25.571836471557617,25.572006225585938,25.572172164916992,25.572330474853516,25.572486877441406
117,25.570512771606445,25.57175064086914,25.571929931640625,25.572097778320312,25.572265625,25.572423934936523,25.57257843017578,25.572729110717773
118,25.57091522216797,25.572120666503906,25.572288513183594,25.572450637817383,25.572608947753906,25.5727596282959,25.572906494140625,25.573049545288086
119,25.571086883544922,25.572282791137695,25.57244873046875,25.572608947753906,25.572765350341797,25.572917938232422,25.573062896728516,25.57320785522461
120,25.57122039794922,25.572399139404297,25.572561264038086,25.57271957397461,25.572872161865234,25.573020935058594,25.573163986206055,25.57330322265625
121,25.571256637573242,25.57242774963379,25.572587966918945,25.572742462158203,25.572895050048828,25.573040008544922,25.57318115234375,25.573318481445312
122,25.571035385131836,25.57223129272461,25.57239532470703,25.572551727294922,25.57270622253418,25.57285499572754,25.572998046875,25.573139190673828
123,25.57101058959961,25.57221031188965,25.572372436523438,25.57253074645996,25.572683334350586,25.572830200195312,25.572973251342773,25.57311248779297
124,25.571163177490234,25.572362899780273,25.572521209716797,25.572677612304688,25.572826385498047,25.57297134399414,25.57311248779297,25.57324981689453
125,25.57107162475586,25.57229232788086,25.57245635986328,25.572616577148438,25.572769165039062,25.572917938232422,25.573062896728516,25.573204040527344
126,25.570892333984375,25.572120666503906,25.572290420532227,25.572452545166016,25.572612762451172,25.572765350341797,25.572914123535156,25.57305908203125
127,25.570960998535156,25.572172164916992,25.572341918945312,25.572505950927734,25.57266616821289,25.572818756103516,25.57297134399414,25.573116302490234
128,25.57164764404297,25.572834014892578,25.572996139526367,25.573158264160156,25.573312759399414,25.573463439941406,25.573610305786133,25.573753356933594
129,25.572784423828125,25.573932647705078,25.574081420898438,25.57422637939453,25.574365615844727,25.574504852294922,25.57463836669922,25.574766159057617
130,25.57405662536621,25.575164794921875,25.575298309326172,25.57542610168457,25.575550079345703,25.575672149658203,25.575790405273438,25.575904846191406
131,25.57485580444336,25.575960159301758,25.576091766357422,25.576217651367188,25.576343536376953,25.576461791992188,25.576580047607422,25.57669448852539
132,25.575485229492188,25.57658576965332,25.576717376708984,25.57684326171875,25.576969146728516,25.577089309692383,25.577207565307617,25.577322006225586
133,25.575851440429688,25.57696533203125,25.57709503173828,25.577224731445312,25.577348709106445,25.577468872070312,25.577585220336914,25.577699661254883
134,25.57598304748535,25.577098846435547,25.57723045349121,25.577356338500977,25.577482223510742,25.57760238647461,25.577720642089844,25.577835083007812
135,25.57577896118164,25.57691192626953,25.57704734802246,25.577178955078125,25.577308654785156,25.57743263244629,25.577552795410156,25.57767105102539
136,25.575593948364258,25.576736450195312,25.57686996459961,25.577001571655273,25.577131271362305,25.577255249023438,25.577377319335938,25.577495574951172
137,25.57552719116211,25.576663970947266,25.576797485351562,25.576927185058594,25.57705307006836,25.57717514038086,25.57729721069336,25.577411651611328
138,25.575515747070312,25.57664680480957,25.576778411865234,25.576904296875,25.577030181884766,25.5771484375,25.577266693115234,25.577381134033203
139,25.575672149658203,25.576818466186523,25.576948165893555,25.57707405090332,25.577198028564453,25.57731819152832,25.577434539794922,25.577550888061523
140,25.575809478759766,25.576967239379883,25.57709503173828,25.577220916748047,25.577342987060547,25.577463150024414,25.577579498291016,25.577693939208984
141,25.575855255126953,25.57701873779297,25.577144622802734,25.577266693115234,25.57738494873047,25.577503204345703,25.577617645263672,25.577728271484375
142,25.575817108154297,25.57699203491211,25.577116012573242,25.577238082885742,25.57735824584961,25.57747459411621,25.577590942382812,25.577701568603516
143,25.575767517089844,25.576950073242188,25.577075958251953,25.577198028564453,25.577320098876953,25.577438354492188,25.577552795410156,25.57766342163086
144,25.575698852539062,25.576892852783203,25.577022552490234,25.577146530151367,25.5772705078125,25.577388763427734,25.577505111694336,25.577617645263672
145,25.575592041015625,25.57678985595703,25.576919555664062,25.577043533325195,25.577165603637695,25.577285766601562,25.57740020751953,25.5775146484375
146,25.575603485107422,25.57678985595703,25.576915740966797,25.577037811279297,25.577157974243164,25.577274322509766,25.577388763427734,25.57750129699707
147,25.575565338134766,25.576744079589844,25.57686996459961,25.57699203491211,25.577112197875977,25.577228546142578,25.577342987060547,25.57745361328125
148,25.575456619262695,25.576648712158203,25.57677459716797,25.5768985748291,25.5770206451416,25.577136993408203,25.577255249023438,25.577367782592773
149,25.575267791748047,25.576461791992188,25.576589584350586,25.576717376708984,25.576839447021484,25.57695770263672,25.577075958251953,25.577190399169922
150,25.575115203857422,25.576305389404297,25.576435089111328,25.576560974121094,25.576684951782227,25.57680320739746,25.576919555664062,25.57703399658203
151,25.574960708618164,25.576148986816406,25.576278686523438,25.576404571533203,25.576528549194336,25.576648712158203,25.576765060424805,25.576879501342773
152,25.574901580810547,25.576087951660156,25.576213836669922,25.576339721679688,25.576461791992188,25.576583862304688,25.576698303222656,25.576812744140625
153,25.57483673095703,25.57601547241211,25.57614517211914,25.576271057128906,25.576393127441406,25.57651138305664,25.576629638671875,25.576744079589844
154,25.57490348815918,25.576074600219727,25.576202392578125,25.57632827758789,25.57645034790039,25.576566696166992,25.576684951782227,25.576797485351562
155,25.57501983642578,25.576187133789062,25.576309204101562,25.576431274414062,25.57655143737793,25.57666778564453,25.576780319213867,25.57689094543457
156,25.575122833251953,25.57628631591797,25.57640838623047,25.576526641845703,25.576644897460938,25.57675552368164,25.576866149902344,25.57697296142578
157,25.57509994506836,25.576261520385742,25.576383590698242,25.57650375366211,25.576618194580078,25.576730728149414,25.576839447021484,25.576948165893555
158,25.575071334838867,25.57623291015625,25.57635498046875,25.576473236083984,25.576587677001953,25.576702117919922,25.576812744140625,25.576919555664062
159,25.575069427490234,25.57622528076172,25.576345443725586,25.576465606689453,25.576580047607422,25.576692581176758,25.57680320739746,25.576908111572266
160,25.57513427734375,25.576278686523438,25.576398849487305,25.57651710510254,25.576629638671875,25.576740264892578,25.57684898376465,25.57695770263672
161,25.575197219848633,25.576343536376953,25.576465606689453,25.576583862304688,25.576696395874023,25.57680892944336,25.57691764831543,25.5770263671875
162,25.575288772583008,25.576435089111328,25.576557159423828,25.576675415039062,25.57678985595703,25.576904296875,25.57701301574707,25.577119827270508
163,25.575267791748047,25.576419830322266,25.576541900634766,25.576658248901367,25.57677459716797,25.576887130737305,25.576997756958008,25.577104568481445
164,25.575294494628906,25.576444625854492,25.57656478881836,25.576683044433594,25.576797485351562,25.576908111572266,25.57701873779297,25.577125549316406
165,25.5753116607666,25.576461791992188,25.576581954956055,25.57670021057129,25.576814651489258,25.576927185058594,25.577035903930664,25.577144622802734
166,25.57529640197754,25.576446533203125,25.576568603515625,25.576688766479492,25.576805114746094,25.57691764831543,25.577028274536133,25.577136993408203
167,25.575302124023438,25.576454162597656,25.576580047607422,25.57670021057129,25.576820373535156,25.576934814453125,25.57704734802246,25.57715606689453
168,25.57522964477539,25.57638168334961,25.576507568359375,25.576631546020508,25.576749801635742,25.576866149902344,25.576980590820312,25.57709312438965
169,25.57510757446289,25.576251983642578,25.57638168334961,25.57650375366211,25.57662582397461,25.576744079589844,25.576860427856445,25.57697296142578
170,25.57497787475586,25.57611846923828,25.576248168945312,25.576372146606445,25.576494216918945,25.57661247253418,25.57672882080078,25.576839447021484
171,25.574878692626953,25.57601547241211,25.57614517211914,25.576271057128906,25.57639503479004,25.576515197753906,25.576631546020508,25.576744079589844
172,25.574745178222656,25.575885772705078,25.57601547241211,25.57614517211914,25.576269149780273,25.57638931274414,25.576507568359375,25.576623916625977
173,25.574655532836914,25.575794219970703,25.575927734375,25.57605743408203,25.576183319091797,25.576305389404297,25.57642364501953,25.5765380859375
174,25.57465934753418,25.575801849365234,25.57593536376953,25.576065063476562,25.576190948486328,25.576316833496094,25.576435089111328,25.576553344726562
175,25.57468032836914,25.57581901550293,25.57595443725586,25.57608413696289,25.57621192932129,25.576335906982422,25.576457977294922,25.576574325561523
176,25.574735641479492,25.57587432861328,25.576007843017578,25.57613754272461,25.57626724243164,25.57638931274414,25.57651138305664,25.576629638671875
177,25.574783325195312,25.575923919677734,25.576061248779297,25.576190948486328,25.57632064819336,25.57644271850586,25.57656478881836,25.576683044433594
178,25.574874877929688,25.57601547241211,25.576148986816406,25.576282501220703,25.57640838623047,25.5765323638916,25.57665252685547,25.576772689819336
179,25.574935913085938,25.576080322265625,25.576217651367188,25.57634735107422,25.57647705078125,25.576602935791016,25.576725006103516,25.57684326171875
180,25.574888229370117,25.57604217529297,25.576181411743164,25.57631492614746,25.576446533203125,25.576570510864258,25.57669448852539,25.576814651489258
181,25.574813842773438,25.575977325439453,25.576114654541016,25.576250076293945,25.57638168334961,25.57651138305664,25.57663345336914,25.57675552368164
182,25.574779510498047,25.57594108581543,25.576080322265625,25.576215744018555,25.57634735107422,25.576473236083984,25.57659912109375,25.576719284057617
183,25.574668884277344,25.575836181640625,25.57597541809082,25.57611083984375,25.576242446899414,25.576372146606445,25.57649803161621,25.57662010192871
184,25.574567794799805,25.575733184814453,25.57587432861328,25.57600975036621,25.57614517211914,25.57627296447754,25.576398849487305,25.576522827148438
185,25.574527740478516,25.575687408447266,25.575828552246094,25.575963973999023,25.57609748840332,25.57622528076172,25.576351165771484,25.576475143432617
186,25.574548721313477,25.57571029663086,25.575847625732422,25.57598114013672,25.576114654541016,25.57624053955078,25.576366424560547,25.576486587524414
187,25.57461166381836,25.575773239135742,25.575908660888672,25.57604217529297,25.576168060302734,25.5762939453125,25.576416015625,25.576534271240234
188,25.574722290039062,25.575889587402344,25.57602310180664,25.576152801513672,25.576276779174805,25.576398849487305,25.576520919799805,25.576637268066406
189,25.57482147216797,25.57598876953125,25.57611846923828,25.576244354248047,25.576370239257812,25.57649040222168,25.576608657836914,25.576725006103516
190,25.574947357177734,25.57611846923828,25.576248168945312,25.576374053955078,25.576496124267578,25.576616287231445,25.576732635498047,25.576847076416016
191,25.575037002563477,25.576215744018555,25.576343536376953,25.57646942138672,25.57659149169922,25.576709747314453,25.576828002929688,25.576940536499023
192,25.57516860961914,25.57635498046875,25.57648468017578,25.576610565185547,25.57673454284668,25.576854705810547,25.57697296142578,25.57708740234375
193,25.57503890991211,25.576223373413086,25.57635498046875,25.576480865478516,25.57660484313965,25.576725006103516,25.57684326171875,25.57695960998535
194,25.575023651123047,25.576208114624023,25.576337814331055,25.57646369934082,25.576587677001953,25.57670783996582,25.576824188232422,25.57693862915039
195,25.574966430664062,25.57615089416504,25.576278686523438,25.576406478881836,25.57653045654297,25.57665252685547,25.576770782470703,25.576885223388672
196,25.574905395507812,25.576093673706055,25.57622528076172,25.57635498046875,25.57647705078125,25.576601028442383,25.576719284057617,25.576833724975586
197,25.57483673095703,25.576019287109375,25.576148986816406,25.576276779174805,25.576400756835938,25.576522827148438,25.576641082763672,25.57675552368164
198,25.57486915588379,25.57604217529297,25.576169967651367,25.5762939453125,25.576414108276367,25.5765323638916,25.576648712158203,25.576759338378906
199,25.57494354248047,25.57610321044922,25.57622718811035,25.576351165771484,25.57646942138672,25.576587677001953,25.576702117919922,25.576812744140625
200,25.57495880126953,25.576122283935547,25.576248168945312,25.576370239257812,25.576492309570312,25.576608657836914,25.576725006103516,25.57683563232422
201,25.57494354248047,25.57611656188965,25.576244354248047,25.576370239257812,25.576492309570312,25.576614379882812,25.57672882080078,25.57684326171875
202,25.574954986572266,25.576133728027344,25.576263427734375,25.57638931274414,25.576513290405273,25.57663345336914,25.576749801635742,25.57686424255371
203,25.57492446899414,25.576112747192383,25.576244354248047,25.576372146606445,25.576496124267578,25.576616287231445,25.576732635498047,25.576847076416016
204,25.57495880126953,25.57614517211914,25.576276779174805,25.576404571533203,25.57653045654297,25.576650619506836,25.57676887512207,25.576885223388672
205,25.57500457763672,25.576187133789062,25.576316833496094,25.57644271850586,25.57656478881836,25.57668685913086,25.576805114746094,25.57691764831543
206,25.57502555847168,25.576202392578125,25.576332092285156,25.576457977294922,25.576581954956055,25.576702117919922,25.57681655883789,25.57693099975586
207,25.575042724609375,25.576221466064453,25.576351165771484,25.576475143432617,25.576597213745117,25.576717376708984,25.576833724975586,25.576946258544922
208,25.57504653930664,25.576223373413086,25.576353073120117,25.57647705078125,25.576601028442383,25.57672119140625,25.57683563232422,25.576948165893555
209,25.5750789642334,25.576251983642578,25.57638168334961,25.576505661010742,25.576629638671875,25.57674789428711,25.57686424255371,25.57697868347168
210,25.575077056884766,25.576248168945312,25.576377868652344,25.57650375366211,25.57662582397461,25.57674789428711,25.576866149902344,25.57697868347168
