INDEX,PM2.5
1127,27.366076
1128,30.394054
1129,33.208828
1130,30.378563
1131,28.011711
1132,27.590248
1133,27.551008
1134,26.455463
1135,27.217503
1136,24.894043
1137,24.894043
1138,28.294994
1139,39.27229
1140,37.94198
1141,35.19405
1142,29.227486
1143,24.894043
1144,24.894043
1145,27.936487
1146,25.993618
1147,24.894043
1148,24.894043
1149,25.014194
1150,26.748795
1151,27.778065
1152,29.834469
1153,29.913704
1154,29.700462
1155,29.975895
1156,33.54158
1157,35.113686
1158,45.347454
1159,52.46831
1160,60.647877
1161,60.887173
1162,55.205425
1163,56.036682
1164,55.68542
1165,58.535427
1166,56.45241
1167,58.00021
1168,60.556488
1169,63.12028
1170,64.14636
1171,66.292915
1172,62.443356
1173,61.140194
1174,57.735386
1175,54.773
1176,54.128796
1177,53.704475
1178,52.059963
1179,49.596954
1180,49.11192
1181,48.365543
1182,54.142387
1183,57.33585
1184,54.04287
1185,56.793797
1186,55.47578
1187,55.28966
1188,54.071384
1189,53.30837
1190,52.098896
1191,47.04275
1192,47.664448
1193,45.539673
1194,47.512707
1195,45.311398
1196,48.7485
1197,47.90388
1198,51.214386
1199,55.541126
1200,53.032463
1201,53.3587
1202,53.854153
1203,54.427876
1204,55.417355
1205,56.078983
1206,54.420025
1207,51.911095
1208,43.348755
1209,33.59946
1210,33.433823
1211,35.8731
1212,32.283516
1213,27.355093
1214,24.894043
1215,24.894043
1216,24.894043
1217,25.58762
1218,24.894043
1219,25.7882
1220,29.235262
1221,32.67126
1222,47.855343
1223,51.75107
1224,57.94113
1225,60.998623
1226,64.09212
1227,62.31239
1228,55.65521
1229,55.689064
1230,55.121265
1231,53.346325
1232,47.017082
1233,41.826336
1234,42.52604
1235,42.866722
1236,34.466667
1237,45.40131
1238,48.956013
1239,57.443104
1240,62.29028
1241,62.17492
1242,59.475826
1243,53.595314
1244,54.548782
1245,52.8952
1246,51.23472
1247,48.70489
1248,44.02035
1249,41.123344
1250,41.848305
1251,45.899582
1252,43.91867
1253,43.711273
1254,42.83173
1255,43.396652
1256,43.592373
1257,44.921387
1258,44.316875
1259,49.787197
1260,48.24107
1261,54.62414
1262,49.38017
1263,50.182514
1264,47.96978
1265,36.147125
1266,38.45989
1267,32.829437
1268,32.28916
1269,32.1673
1270,34.376137
1271,42.983448
1272,46.941185
1273,33.08584
1274,34.171616
1275,31.550098
1276,32.673492
1277,29.537148
1278,27.826324
1279,31.4328
1280,31.194729
1281,36.53225
1282,34.45865
1283,45.72039
1284,41.52402
1285,41.449642
1286,30.028614
1287,37.768066
1288,48.256554
1289,53.01662
1290,57.05969
1291,54.257465
1292,52.96783
1293,47.106884
1294,44.656666
1295,32.812584
1296,32.11303
1297,31.652496
1298,32.32123
1299,29.69764
1300,26.022232
1301,25.42511
1302,27.387348
1303,27.220837
1304,25.342413
1305,25.414837
1306,27.459965
1307,25.182705
1308,47.227257
1309,44.789627
1310,25.283579
1311,26.17302
1312,26.722256
1313,25.124424
1314,26.140976
1315,24.894043
1316,24.894043
1317,24.894043
1318,24.894043
1319,24.894043
1320,24.894043
1321,24.894043
1322,24.894043
1323,24.894043
1324,25.622858
1325,25.287487
1326,25.073025
1327,25.721989
1328,25.897587
1329,24.894043
1330,24.894043
1331,25.121532
1332,25.615906
1333,25.579401
1334,27.333698
1335,24.894043
1336,24.894043
1337,27.428265
1338,26.938137
1339,25.901588
1340,25.284462
1341,24.894043
1342,24.894043
1343,24.894043
1344,24.894043
1345,24.894043
1346,24.894043
1347,24.894043
1348,24.894043
1349,25.151829
1350,24.894043
1351,24.894043
1352,24.894043
1353,24.894043
1354,24.894043
1355,24.894043
1356,25.338146
1357,24.894043
1358,26.735147
1359,34.912865
1360,38.17626
1361,41.2582
1362,40.47794
1363,44.236935
1364,40.63406
1365,38.461205
1366,28.98692
1367,29.584846
1368,26.661472
1369,27.018932
1370,26.712128
1371,28.23233
1372,28.325554
1373,28.340534
1374,28.729
1375,30.08368
1376,29.52885
1377,30.271042
1378,36.08476
1379,47.08386
1380,46.51767
1381,43.549614
1382,37.722946
1383,32.172146
1384,46.114117
1385,55.292053
1386,56.30509
1387,55.591
1388,52.637547
1389,52.097073
1390,50.149506
1391,48.342323
1392,52.463833
1393,47.862225
1394,48.338852
1395,37.825737
1396,42.567947
1397,38.59759
1398,39.834404
1399,51.554226
1400,49.629612
1401,48.865677
1402,50.925682
1403,47.57176
1404,48.31984
1405,47.33091
1406,42.29607
1407,41.342415
1408,38.55195
1409,38.304794
1410,37.750374
1411,31.09829
1412,29.60498
1413,29.438778
1414,31.99271
1415,30.585667
1416,38.6648
1417,28.592436
1418,27.15129
1419,24.894043
1420,25.062292
1421,24.894043
1422,27.467716
1423,26.339504
1424,28.907555
1425,27.839779
1426,27.758995
1427,29.334126
1428,31.016155
1429,31.478226
1430,38.60725
1431,39.221897
1432,38.8952
1433,31.845032
1434,28.453543
1435,29.469568
1436,29.297768
1437,29.90047
1438,28.900623
1439,31.184174
1440,30.07483
1441,30.206375
1442,32.19087
1443,33.16398
1444,37.28507
1445,47.635567
1446,46.530315
1447,45.874542
1448,49.824635
1449,39.36414
1450,54.87208
1451,42.2453
1452,45.94161
1453,52.25721
1454,58.204155
1455,68.11112
1456,83.5242
1457,92.1055
1458,95.04782
1459,87.49002
1460,75.75777
1461,65.233696
1462,57.90347
1463,39.87574
1464,37.27064
1465,35.462643
1466,38.89564
1467,38.385487
1468,33.28776
1469,34.082794
1470,32.608944
1471,33.429596
1472,30.96275
1473,34.715927
1474,40.56875
1475,58.155647
1476,57.259552
1477,57.114494
1478,53.818672
1479,47.058086
1480,45.246803
1481,43.938057
1482,44.663013
1483,40.75541
1484,33.2593
1485,33.01365
1486,30.451931
1487,32.14565
1488,35.236774
1489,41.24715
1490,48.004913
1491,54.046288
1492,40.720005
1493,36.39069
1494,33.428146
1495,32.287724
1496,33.053207
1497,34.21603
1498,41.6571
1499,57.55206
1500,41.915474
1501,53.369934
1502,48.361042
1503,43.85487
1504,33.30127
1505,32.923317
1506,34.955547
1507,34.57253
1508,44.132538
1509,48.117027
1510,38.171383
1511,34.820087
1512,39.149372
1513,56.76194
1514,54.377544
1515,49.773167
1516,47.198177
1517,36.685448
1518,49.13528
1519,45.41296
1520,34.651157
1521,46.60766
1522,38.394844
1523,46.537117
1524,42.6381
1525,30.769825
1526,30.862186
1527,36.267056
1528,35.507023
1529,35.5384
1530,29.962605
1531,27.285011
1532,26.550714
1533,26.680077
1534,25.979053
1535,28.069954
1536,29.187977
1537,30.59819
1538,30.286186
1539,34.100883
1540,29.685795
1541,29.769524
1542,27.47951
1543,24.894043
1544,25.425297
1545,24.972233
1546,24.894043
1547,24.894043
1548,24.894043
1549,24.894043
1550,30.808495
1551,38.715
1552,42.89418
1553,43.86842
1554,44.23573
1555,41.019897
1556,41.351315
1557,43.136127
1558,44.703785
1559,33.908638
1560,43.53055
1561,42.67679
1562,49.734154
1563,53.60372
1564,53.168674
1565,56.78026
1566,57.373257
1567,57.853886
1568,60.13438
1569,58.364536
1570,55.684166
1571,52.14013
1572,46.848587
1573,43.88642
1574,32.29794
1575,32.8383
1576,31.140491
1577,32.166218
1578,33.209637
1579,31.65944
1580,28.709873
1581,26.14497
1582,27.994541
1583,27.44099
1584,28.612896
1585,30.574722
1586,31.463345
1587,32.331367
1588,32.01669
1589,29.646177
1590,31.171375
1591,30.63755
1592,33.26988
1593,30.709175
1594,27.2501
1595,25.91655
1596,25.705208
1597,25.624088
1598,24.894043
1599,24.894043
1600,24.894043
1601,24.894043
1602,24.955719
1603,29.532303
1604,28.909264
1605,31.61015
1606,33.304043
1607,42.937813
1608,47.21982
1609,46.83386
1610,41.996845
1611,38.2836
1612,38.59378
1613,37.219517
1614,33.91645
1615,34.415108
1616,33.914642
1617,36.181282
1618,35.298317
1619,33.18528
1620,31.217499
1621,32.80611
1622,28.958092
1623,28.302578
1624,30.018078
1625,35.246
1626,35.010525
1627,32.723293
1628,31.732506
1629,43.919582
1630,46.86497
1631,38.133274
1632,35.485523
1633,40.72272
1634,57.60968
1635,51.65782
1636,45.804546
1637,61.363865
1638,48.243332
1639,58.709507
1640,52.269238
1641,42.483147
1642,54.43157
1643,52.962696
1644,38.6722
1645,34.25559
1646,36.002754
1647,30.66642
1648,46.03236
1649,24.894043
1650,28.787949
1651,37.67376
1652,47.146626
1653,42.712826
1654,29.75221
1655,26.677128
1656,27.81871
1657,26.641262
1658,25.364613
1659,26.174026
1660,27.913132
1661,28.481527
1662,30.79382
1663,35.491615
1664,35.368355
1665,32.129574
1666,30.400738
1667,33.642315
1668,36.83496
1669,37.566822
1670,35.46301
1671,36.671265
1672,25.5482
1673,27.435892
1674,38.542183
1675,39.03005
1676,36.71429
1677,37.30898
1678,36.934116
1679,36.779068
1680,38.742393
1681,31.152214
1682,29.277164
1683,28.94939
1684,28.31673
1685,29.847145
1686,31.58931
1687,31.663284
1688,36.020897
1689,42.212307
1690,48.630596
1691,52.906815
1692,40.10355
1693,36.921135
1694,49.8102
1695,45.780956
1696,43.837543
1697,42.433834
1698,45.660713
1699,50.597065
1700,49.202785
1701,48.333965
1702,52.64497
1703,56.317593
1704,57.078518
1705,58.933357
1706,62.410748
1707,62.863293
1708,65.6038
1709,60.526585
1710,54.6004
1711,39.53422
1712,37.75372
1713,34.66722
1714,43.81807
1715,38.303272
1716,28.628204
1717,28.052704
1718,29.426323
1719,27.840137
1720,26.981388
1721,26.152016
1722,27.800163
1723,28.012314
1724,27.856407
1725,28.17967
1726,29.917599
1727,41.163193
1728,42.313026
1729,41.98771
1730,36.201626
1731,29.408379
1732,24.894043
1733,26.748634
1734,24.934961
1735,24.894043
1736,24.894043
1737,24.894043
1738,25.683163
1739,27.694057
1740,27.249805
1741,26.864704
1742,25.716322
1743,27.600063
1744,38.274857
1745,38.845673
1746,44.888416
1747,45.009186
1748,48.564484
1749,46.810287
1750,42.71027
1751,40.605087
1752,38.852432
1753,37.082962
1754,29.875103
1755,28.49083
1756,31.856922
1757,33.21901
1758,32.224255
1759,32.093307
1760,31.182552
1761,31.01574
1762,27.376648
1763,32.534496
1764,36.97294
1765,60.361027
1766,49.880276
1767,43.7906
1768,33.60508
1769,41.520226
1770,40.368996
1771,32.1416
1772,42.223915
1773,45.342472
1774,37.22879
1775,33.420662
1776,36.981174
1777,38.647415
1778,36.12702
1779,35.21571
1780,33.22305
1781,30.442635
1782,29.904959
1783,30.847431
1784,31.502048
1785,29.945587
1786,31.631157
1787,38.33722
1788,39.200596
1789,46.183178
1790,44.913982
1791,30.59182
1792,28.739624
1793,31.25626
1794,34.721165
1795,27.985044
1796,26.407333
1797,27.327005
1798,24.90471
1799,24.894043
1800,24.894043
1801,25.348373
1802,25.540585
1803,25.92786
1804,25.519276
1805,28.179403
1806,27.32993
1807,27.80959
1808,26.44025
1809,28.771732
1810,31.852814
1811,49.912113
1812,49.06835
1813,42.980717
1814,28.1095
1815,36.676094
1816,25.609623
1817,28.697762
1818,37.23365
1819,39.828316
1820,40.24289
1821,39.897354
1822,35.469215
1823,30.108734
1824,29.085754
1825,34.758278
1826,49.209248
1827,49.108753
1828,45.51159
1829,45.08037
1830,35.36147
1831,40.616722
1832,35.772266
1833,37.36657
1834,56.07875
1835,60.263454
1836,61.691658
1837,53.846943
1838,48.484943
1839,43.70097
1840,41.06184
1841,38.508923
1842,30.651905
1843,40.532494
1844,40.908276
1845,45.425945
1846,41.23731
1847,40.638184
1848,35.65646
1849,44.46624
1850,40.35011
1851,50.075287
1852,54.098568
1853,55.06554
1854,52.264088
1855,52.038517
1856,52.195236
1857,58.1226
1858,56.16203
1859,56.05219
1860,61.191204
1861,52.609966
1862,49.69723
1863,47.796795
1864,47.964306
1865,45.349747
1866,45.24372
1867,45.880394
1868,44.71448
1869,44.92014
1870,44.57136
1871,39.60511
1872,33.024178
